1750-6123; INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND HEALTHCARE MARKETING (PRINT); A2
0020-7594; INTERNATIONAL JOURNAL OF PSYCHOLOGY (PRINT); A2
0190-0692; INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION (PRINT); A2
1609-4069; INTERNATIONAL JOURNAL OF QUALITATIVE METHODS; A2
1366-5901; INTERNATIONAL JOURNAL OF REMOTE SENSING (ONLINE); A2
0143-1161; INTERNATIONAL JOURNAL OF REMOTE SENSING (PRINT); A2
1744-2389; INTERNATIONAL JOURNAL OF SERVICES AND OPERATIONS MANAGEMENT; A2
1464-6668; INTERNATIONAL JOURNAL OF SPORTS MARKETING & SPONSORSHIP; A2
0960-1406; INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT; A2
1753-1950; INTERNATIONAL JOURNAL OF TECHNOLOGICAL LEARNING, INNOVATION AND DEVELOPMENT (ONLINE); A2
0952-3367; INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT; A2
1751-1062; INTERNATIONAL JOURNAL OF WINE BUSINESS RESEARCH (PRINT); A2
0219-8770; INTERNATIONAL JOURNAL ON MANAGEMENT OF INNOVATION & TECHNOLOGY; A2
0969-6016; INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH; A2
1392-2785; INZINERINE EKONOMIKA; A2
1120-1770; ITALIAN JOURNAL OF FOOD SCIENCES; A2
1751-2018; Int. J. Business and Systems Research; A2
1741-8089; International Journal Of Automotive Technology And Management; A2
1097-0363; International Journal for Numerical Methods in Fluids; A2
1470-6431; International Journal of Consumer Studies; A2
1471-8197; International Journal of Innovation and Learning; A2
1740-8830; International Journal of Innovation and Sustainable Development; A2
0219-8770; International Journal of Innovation and Technology Management (IJITM); A2
1742-7975; International Journal of Logistics Systems and Management; A2
1548-3886; International journal of electronic government research; A2
0197-6729; JOURNAL OF ADVANCED TRANSPORTATION; A2
0925-8388; JOURNAL OF ALLOYS AND COMPOUNDS; A2
1350-231X; JOURNAL OF BRAND MANAGEMENT; A2
1469-7017; JOURNAL OF CHANGE MANAGEMENT; A2
1472-0817; JOURNAL OF CONSUMER BEHAVIOUR; A2
0022-0302; JOURNAL OF DAIRY SCIENCE; A2
1055-0925; JOURNAL OF ECONOMICS AND FINANCE; A2
1464-3332; JOURNAL OF ENVIRONMENTAL ASSESSMENT POLICY AND MANAGEMENT; A2
0737-0806; JOURNAL OF EQUINE VETERINARY SCIENCE (PRINT); A2
0145-8892; JOURNAL OF FOOD PROCESSING AND PRESERVATION; A2
1045-4446; JOURNAL OF FOOD PRODUCTS MARKETING; A2
0022-1155; JOURNAL OF FOOD SCIENCE AND TECHNOLOGY; A2
1097-198X; JOURNAL OF GLOBAL INFORMATION TECHNOLOGY MANAGEMENT; A2
1447-6770; JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT; A2
1064-1246; JOURNAL OF INTELLIGENT & FUZZY SYSTEMS; A2
0896-1530; JOURNAL OF INTERNATIONAL CONSUMER MARKETING; A2
1052-5629; JOURNAL OF MANAGEMENT EDUCATION (NEWBURY PARK, CALIF.); A2
0884-2914; JOURNAL OF MATERIALS RESEARCH; A2
1932-5150; JOURNAL OF MICRO/NANOLITHOGRAPHY, MEMS, AND MOEMS; A2
1061-3749; JOURNAL OF NURSING MEASUREMENT; A2
1499-4046; JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR; A2
0190-4167; JOURNAL OF PLANT NUTRITION; A2
1533-2675; JOURNAL OF RELATIONSHIP MARKETING (ONLINE); A2
0315-162X; JOURNAL OF RHEUMATOLOGY; A2
2042-6763; JOURNAL OF SOCIAL MARKETING; A2
0895-9811; JOURNAL OF SOUTH AMERICAN EARTH SCIENCES; A2
0264-0414; JOURNAL OF SPORTS SCIENCES (PRINT); A2
1064-8011; JOURNAL OF STRENGTH AND CONDITIONING RESEARCH; A2
0718-2724; JOURNAL OF TECHNOLOGY MANAGEMENT & INNOVATION; A2
0103-5053; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY (IMPRESSO); A2
0022-5002; JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR; A2
0022-5142; JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE; A2
0948-695X; JOURNAL OF UNIVERSAL COMPUTER SCIENCE (PRINT); A2
1875-0931; JOURNAL ON CHAIN AND NETWORK SCIENCE (ONLINE); A2
1569-1829; JOURNAL ON CHAIN AND NETWORK SCIENCE (PRINT); A2
1088-1697; Journal of Solid Waste Technology and Management; A2
0718-2724; Journal of Technology Management and Innovation; A2
1662-9795; KEY ENGINEERING MATERIALS (ONLINE); A2
1099-1441; KNOWLEDGE AND PROCESS MANAGEMENT (ONLINE); A2
1092-4604; KNOWLEDGE AND PROCESS MANAGEMENT (PRINT); A2
1477-8238; KNOWLEDGE MANAGEMENT RESEARCH AND PRACTICE (PRINT); A2
1742-7150; LEADERSHIP (LONDON. PRINT); A2
0023-6438; LEBENSMITTEL-WISSENSCHAFT + TECHNOLOGIE / FOOD SCIENCE + TECHNOLOGY; A2
0302-9743; LECTURE NOTES IN COMPUTER SCIENCE; A2
1611-3349; LECTURE NOTES IN COMPUTER SCIENCE (INTERNET); A2
0024-2667; LIBRI (COPENHAGEN); A2
1871-1413; LIVESTOCK SCIENCE (PRINT); A2
1477-7835; MANAGEMENT OF ENVIRONMENTAL QUALITY; A2
2040-8269; MANAGEMENT RESEARCH REVIEW; A2
2040-8277; MANAGEMENT RESEARCH REVIEW; A2
0025-5564; MATHEMATICAL BIOSCIENCES; A2
1563-5147; MATHEMATICAL PROBLEMS IN ENGINEERING (ONLINE); A2
1024-123X; MATHEMATICAL PROBLEMS IN ENGINEERING (PRINT); A2
0309-1740; MEAT SCIENCE; A2
2039-2117; MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES (ONLINE); A2
0267-257X; MM. JOURNAL OF MARKETING MANAGEMENT; A2
1439-7595; MODERN RHEUMATOLOGY (PRINT); A2
0748-4526; NEGOTIATION JOURNAL; A2
0732-118X; NEW IDEAS IN PSYCHOLOGY; A2
1949-1042; NUCLEUS (AUSTIN); A2
1413-585X; O&S. Organizações & Sociedade; A2
1413-585X; O&S. Organizações & Sociedade; A2
1949-2553; ONCOTARGET; A2
1413-585X; ORGANIZAÇÕES & SOCIEDADE; A2
1413-585X; ORGANIZAÇÕES & SOCIEDADE (IMPRESSO); A2
1984-9230; ORGANIZAÇÕES & SOCIEDADE (ONLINE); A2
1433-7541; PATTERN ANALYSIS AND APPLICATIONS (PRINT); A2
1678-3921; PESQUISA AGROPECUÁRIA BRASILEIRA (ONLINE); A2
1678-3921; PESQUISA AGROPECUÁRIA BRASILEIRA (ONLINE); A2
0101-7438; PESQUISA OPERACIONAL (IMPRESSO); A2
1678-5142; PESQUISA OPERACIONAL (ONLINE); A2
0100-736X; PESQUISA VETERINÁRIA BRASILEIRA (IMPRESSO); A2
1678-5150; PESQUISA VETERINÁRIA BRASILEIRA (ONLINE); A2
0378-4371; PHYSICA. A (PRINT); A2
0375-9601; PHYSICS LETTERS. A (PRINT); A2
1932-6203; PLOS ONE; A2
0032-5791; POULTRY SCIENCE (PRINT); A2
0167-5877; PREVENTIVE VETERINARY MEDICINE (PRINT); A2
1566-7170; PUBLIC ORGANIZATION REVIEW; A2
1981-5700; RAC ELETRÔNICA; A2
1415-6555; RAC. REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA (IMPRESSO); A2
1982-7849; RAC. REVISTA DE ADMINISTRAÇÃO CONTEMPORÂNEA (ONLINE); A2
1415-6555; RAC. Revista de Administração Contemporânea; A2
1415-6555; RAC. Revista de Administração Contemporânea (online); A2
0034-7590; RAE (IMPRESSO); A2
2178-938X; RAE (ON-LINE); A2
0034-7590; RAE - Revista de Administração de Empresas; A2
1676-5648; RAE ELETRÔNICA (ONLINE); A2
0034-7590; RAE. Revista de Administração de Empresas; A2
2178-938X; RAE. Revista de Administração de Empresas; A2
0034-7612; RAP. REVISTA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA; A2
1983-7488; RAUSP-E (SÃO PAULO); A2
0080-2107; RAUSP-e; A2
0080-2107; RAUSP-e - Revista de Administração - Eletrônica; A2
0080-2107; RAUSP. Revista de Administração; A2
0080-2107; RAUSP. Revista de Administração da Universidade de São Paulo; A2
0275-5319; RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE; A2
0734-371X; REVIEW OF PUBLIC PERSONNEL ADMINISTRATION; A2
1806-9657; REVISTA BRASILEIRA DE CIÊNCIA DO SOLO (ONLINE); A2
1983-0807; REVISTA BRASILEIRA DE GESTÃO DE NEGÓCIOS (ONLINE); A2
1806-4892; REVISTA BRASILEIRA DE GESTÃO DE NEGÓCIOS (SÃO PAULO. IMPRESSO); A2
1806-9290; REVISTA BRASILEIRA DE ZOOTECNIA (ONLINE); A2
1519-7077; REVISTA CONTABILIDADE & FINANÇAS (IMPRESSO); A2
1808-057X; REVISTA CONTABILIDADE & FINANÇAS (ONLINE); A2
0080-2107; REVISTA DE ADMINISTRAÇÃO (FEA-USP); A2
1984-6142; REVISTA DE ADMINISTRAÇÃO (SÃO PAULO. ONLINE); A2
0034-7612; REVISTA DE ADMINISTRAÇÃO PÚBLICA (IMPRESSO); A2
0101-3157; REVISTA DE ECONOMIA POLÍTICA (IMPRESSO); A2
1809-4538; REVISTA DE ECONOMIA POLÍTICA (ONLINE); A2
0034-8082; REVISTA DE EDUCACIÓN; A2
0034-8910; REVISTA DE SAÚDE PÚBLICA (IMPRESSO); A2
2173-9110; REVISTA ESPAÑOLA DE SALUD PÚBLICA; A2
1548-0992; REVISTA IEEE AMÉRICA LATINA; A2
1518-8345; REVISTA LATINO-AMERICANA DE ENFERMAGEM (ONLINE); A2
1518-8345; REVISTA LATINO-AMERICANA DE ENFERMAGEM (USP - RIBEIRÃO PRETO); A2
1809-3337; REVISTA UNIVERSO CONTÁBIL; A2
1680-5348; Revista Panamericana de Salud Pública (Impresa) / Pan American Journal of Public Health (Impresa); A2
1415-6555; Revista de Administração Contemporânea; A2
1415-6555; Revista de Administração Contemporânea (Impresso); A2
0101-3157; Revista de Economia Política; A2
0034-8910; Revista de Saúde Pública (USP. Impresso); A2
1983-0807; Revista Álvares Penteado (Cessou em 2003. Cont. ISSN 1806-4892 Revista Brasileira de Gestão de 
1984-0470; SAÚDE E SOCIEDADE (ONLINE); A2
0104-1290; SAÚDE E SOCIEDADE (USP. IMPRESSO); A2
0103-9016; SCIENTIA AGRICOLA (USP. IMPRESSO); A2
0304-4238; SCIENTIA HORTICULTURAE; A2
0098-7913; SERIALS REVIEW; A2
1743-9590; SOCCER AND SOCIETY (ONLINE); A2
1747-1117; SOCIAL RESPONSIBILITY JOURNAL; A2
0038-1098; SOLID STATE COMMUNICATIONS; A2
0038-2280; SOUTH AFRICAN JOURNAL OF ECONOMICS; A2
0265-9646; SPACE POLICY; A2
0926-9630; STUDIES IN HEALTH TECHNOLOGY AND INFORMATICS; A2
0039-9140; TALANTA (OXFORD); A2
1055-4181; TECHNOLOGY AND DISABILITY; A2
1358-3883; TERTIARY EDUCATION AND MANAGEMENT; A2
1096-7508; THE INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW; A2
1559-2448; THE INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW (ONLINE); A2
0022-3913; THE JOURNAL OF PROSTHETIC DENTISTRY (PRINT); A2
1088-1697; THE JOURNAL OF SOLID WASTE TECHNOLOGY AND MANAGEMENT; A2
0164-1212; THE JOURNAL OF SYSTEMS AND SOFTWARE; A2
0033-2933; THE PSYCHOLOGICAL RECORD; A2
1096-4762; THUNDERBIRD INTERNATIONAL BUSINESS REVIEW (PRINT); A2
1467-3584; TOURISM AND HOSPITALITY RESEARCH; A2
2156-8324; TOURISM PLANNING & DEVELOPMENT; A2
1556-9543; TOXIN REVIEWS (PRINT); A2
0041-1345; TRANSPLANTATION PROCEEDINGS; A2
1745-6215; TRIALS (LONDON); A2
1302-6488; TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION-TOJDE; A2
0305-5728; VINE. VERY INFORMAL NEWSLETTER ON LIBRARY AUTOMATION; A2
1096-3669; WASTE MANAGEMENT & RESEARCH (ONLINE); A2
0920-4741; WATER RESOURCES MANAGEMENT; A2
1051-9815; WORK (READING, MA); A2
0172-2190; WORLD PATENT INFORMATION; A2
1012-8255; ACADEMIA (CARACAS); B1
1982-0194; ACTA PAUL DE ENFERM; B1
1969-6728; ACTUEL MARX; B1
1662-8985; ADVANCED MATERIALS RESEARCH (ONLINE); B1
0882-6110; ADVANCES IN ACCOUNTING; B1
2194-5357; ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING; B1
1474-7979; ADVANCES IN INTERNATIONAL MARKETING; B1
1983-8611; ADVANCES IN SCIENTIFIC AND APPLIED ACCOUNTING; B1
1316-0354; AGROALIMENTARIA (CARACAS); B1
1809-4422; AMBIENTE & SOCIEDADE (ONLINE); B1
1414-753X; AMBIENTE E SOCIEDADE (CAMPINAS); B1
1697-7904; ANALES DE DOCUMENTACIÓN (INTERNET); B1
1344-3941; ANIMAL SCIENCE JOURNAL; B1
1312-885X; APPLIED MATHEMATICAL SCIENCES (RUSE); B1
0102-0935; ARQUIVO BRASILEIRO DE MEDICINA VETERINÁRIA E ZOOTECNIA; B1
1683-9919; ASIAN JOURNAL OF ANIMAL AND VETERINARY ADVANCES; B1
1984-8196; BASE (SÃO LEOPOLDO. ONLINE); B1
1807-054X; BASE (UNISINOS); B1
1984-8196; BASE - REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA UNISINOS; B1
1984-8196; BASE - Revista de Administração e Contabilidade da unisinos; B1
1807-734X; BBR. BRAZILIAN BUSINESS REVIEW (EDIÇÃO EM PORTUGUÊS. ONLINE); B1
1808-2386; BBR. BRAZILIAN BUSINESS REVIEW (ENGLISH EDITION. ONLINE); B1
1808-2386; BBR. Brazilian Business Review; B1
1808-2386; BBR. Brazilian Business Review (English Ed.); B1
1562-4730; BIBLIOS (LIMA); B1
1676-0603; BIOTA NEOTROPICA (EDIÇÃO EM PORTUGUÊS. ONLINE); B1
1472-6955; BMC NURSING (ONLINE); B1
0006-8705; BRAGANTIA (SÃO PAULO, SP. IMPRESSO); B1
1678-4456; BRAZILIAN JOURNAL VETERINARY RES. AND ANIMAL SCIENCE; B1
1981-3821; BRAZILIAN POLITICAL SCIENCE REVIEW; B1
0103-4979; CADERNO CRH (UFBA. IMPRESSO); B1
1677-6976; CADERNO VIRTUAL DE TURISMO (UFRJ); B1
2236-5710; CADERNOS DE GESTÃO PÚBLICA; B1
0104-9712; CADERNOS DE LINGUAGEM E SOCIEDADE; B1
0100-1574; CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO); B1
1980-5314; CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. ONLINE); B1
1806-2261; CADERNOS GESTÃO PÚBLICA E CIDADANIA; B1
0251-2920; CEPAL REVIEW (PRINT); B1
0251-2920; CEPAL Review; B1
0104-7760; CERNE (UFLA); B1
1809-127X; CHECK LIST (SÃO PAULO. ONLINE); B1
1974-9791; CHEMICAL ENGINEERING TRANSACTIONS; B1
2283-9216; CHEMICAL ENGINEERING TRANSACTIONS; B1
1678-4596; CIENCIA RURAL; B1
1518-8353; CIÊNCIA DA INFORMAÇÃO (ONLINE); B1
1413-7054; CIÊNCIA E AGROTECNOLOGIA (UFLA); B1
1678-457X; CIÊNCIA E TECNOLOGIA DE ALIMENTOS (ONLINE); B1
0103-9954; CIÊNCIA FLORESTAL (UFSM. IMPRESSO); B1
1678-4596; CIÊNCIA RURAL; B1
1481-4374; CLC WEB (EDMONTON); B1
1748-670X; COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE (PRINT); B1
1984-3925; CONTABILIDADE, GESTÃO E GOVERNANÇA; B1
0186-1042; CONTADURIA Y ADMINISTRACION; B1
0010-7212; CONTADURÍA Y ADMINISTRACIÓN; B1
0120-3592; CUADERNOS DE ADMINISTRACIÓN. SERIE DE ORGANIZACIONES; B1
0123-1472; CUADERNOS DE CONTABILIDAD; B1
1139-7861; CUADERNOS DE TURISMO; B1
1012-2508; CUADERNOS DEL CENDES; B1
1475-9551; CULTURE AND ORGANIZATION; B1
1808-2882; CUSTOS E @GRONEGOCIOSONLINE; B1
1808-2882; CUSTOS E @GRONEGÓCIO ONLINE; B1
2177-8736; Caderno de Pesquisas em Administração (USP) (Cessou em 2005. Cont. ISSN 1809-2276 REGE. Revista de 
2236-5710; Cadernos Gestão Pública e Cidadania; B1
0103-8478; Ciência Rural (UFSM. Impresso); B1
1984-3925; Contabilidade, gestão e governança; B1
2178-2792; DILEMAS; B1
1984-7939; DISCURSOS FOTOGRÁFICOS (ONLINE); B1
0116-7111; DLSU BUSINESS & ECONOMICS REVIEW; B1
1682-1130; E-JOURNAL - CIGR; B1
1941-5842; E-REVIEW OF TOURISM RESEARCH; B1
1413-8050; ECONOMIA APLICADA (IMPRESSO); B1
0104-0618; ECONOMIA E SOCIEDADE (UNICAMP. IMPRESSO); B1
0873-7444; ECONOMIA GLOBAL E GESTÃO; B1
1678-4634; EDUCAÇÃO E PESQUISA; B1
1517-9702; EDUCAÇÃO E PESQUISA (USP.IMPRESSO); B1
1571-0653; ELECTRONIC NOTES IN DISCRETE MATHEMATICS; B1
1984-882X; ENFOQUE; B1
1517-9087; ENFOQUE: REFLEXÃO CONTÁBIL (IMPRESSO); B1
0100-6916; ENGENHARIA AGRÍCOLA (IMPRESSO); B1
0104-4036; ENSAIO (FUNDAÇÃO CESGRANRIO. IMPRESSO); B1
1809-4465; ENSAIO (RIO DE JANEIRO. ONLINE); B1
0212-4521; ENSEÑANZA DE LAS CIENCIAS; B1
1939-4667; ENTREPRENEURIAL EXECUTIVE; B1
2040-7149; EQUALITY, DIVERSITY AND INCLUSION: AN INTERNATIONAL JOURNAL; B1
1980-5357; ESTUDOS ECONÔMICOS; B1
0101-4161; ESTUDOS ECONÔMICOS (SÃO PAULO. IMPRESSO); B1
1413-0580; ESTUDOS SOCIEDADE E AGRICULTURA (UFRRJ); B1
1757-0980; ETHNICITY AND INEQUALITIES IN HEALTH AND SOCIAL CARE (PRINT); B1
0014-2182; ETUDES RURALES; B1
1982-3533; Economia e Sociedade (UNICAMP); B1
1517-9702; Educação e Pesquisa (USP. Impresso); B1
1517-9087; Enfoque. Reflexão Contábil (Maringá); B1
1984-882X; Enfoque: Reflexão Contábil; B1
0104-4036; Ensaio. Avaliação e Políticas Públicas em Educação; B1
0101-4161; Estudos Econômicos (USP. Impresso); B1
1413-0580; Estudos Sociedade e Agricultura (UFRJ); B1
1867-8521; FIELD ACTIONS SCIENCE REPORTS; B1
1982-4688; FLORESTA (ONLINE) (CURITIBA); B1
0015-3826; FLORESTA (UFPR. IMPRESSO); B1
1982-2553; GALÁXIA (SÃO PAULO. ONLINE); B1
1519-874X; GEOLOGIA USP. SÉRIE CIENTÍFICA; B1
1405-1079; GESTIÓN Y POLÍTICA PÚBLICA; B1
1806-9649; GESTÃO & PRODUÇÃO; B1
0104-530X; GESTÃO & PRODUÇÃO (UFSCAR. IMPRESSO); B1
1806-9649; Gestão e Produção (UFSCar); B1
1137-0734; HISTORIA Y COMUNICACIÓN SOCIAL; B1
2236-3459; HISTÓRIA DA EDUCAÇÃO; B1
1678-4758; HISTÓRIA, CIÊNCIAS, SAÚDE (ONLINE); B1
0104-5970; HISTÓRIA, CIÊNCIAS, SAÚDE-MANGUINHOS (IMPRESSO); B1
1868-4238; IFIP ADVANCES IN INFORMATION AND COMMUNICATION TECHNOLOGY; B1
1868-4238; IFIP Advances in Information and Communication Technology; B1
0073-4721; IHERINGIA. SÉRIE ZOOLOGIA (IMPRESSO); B1
0970-3896; IIMB MANAGEMENT REVIEW; B1
0537-197X; INDIAN JOURNAL OF AGRONOMY; B1
0104-0146; INFORMAÇÃO & SOCIEDADE (UFPB. IMPRESSO); B1
1809-4783; INFORMAÇÃO & SOCIEDADE (UFPB. ONLINE); B1
0121-5051; INNOVAR (UNIVERSIDAD NACIONAL DE COLOMBIA); B1
1697-9818; INTANGIBLE CAPITAL; B1
1984-042X; INTERAÇÕES; B1
1518-7012; INTERAÇÕES (UCDB); B1
1809-5844; INTERCOM (SÃO PAULO. IMPRESSO); B1
1980-3508; INTERCOM (SÃO PAULO. ONLINE); B1
1993-5250; INTERNATIONAL BUSINESS MANAGEMENT; B1
1740-8008; INTERNATIONAL JOURNAL OF ACCOUNTING, AUDITING AND PERFORMANCE EVALUATION (PRINT); B1
1753-3627; INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION; B1
1753-0296; INTERNATIONAL JOURNAL OF BUSINESS SCIENCE AND APPLIED MANAGEMENT; B1
1756-9850; INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH; B1
1759-5673; INTERNATIONAL JOURNAL OF EDUCATION ECONOMICS AND DEVELOPMENT; B1
1746-8809; INTERNATIONAL JOURNAL OF EMERGING MARKETS (PRINT); B1
1748-1260; INTERNATIONAL JOURNAL OF ENTERPRISE NETWORK MANAGEMENT; B1
1099-9264; INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP; B1
1459-0263; INTERNATIONAL JOURNAL OF FOOD, AGRICULTURE AND ENVIRONMENT (ONLINE); B1
0954-7118; INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES; B1
2217-2661; INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING AND MANAGEMENT; B1
1550-1876; INTERNATIONAL JOURNAL OF INFORMATION AND COMMUNICATION TECHNOLOGY EDUCATION; B1
1741-5179; INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND MANAGEMENT (ONLINE); B1
1757-2223; INTERNATIONAL JOURNAL OF INNOVATION SCIENCE; B1
1743-8276; INTERNATIONAL JOURNAL OF KNOWLEDGE MANAGEMENT STUDIES (ONLINE); B1
2040-4476; INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED DEVELOPMENT (ONLINE); B1
1741-9190; INTERNATIONAL JOURNAL OF LOW RADIATION (ONLINE); B1
1750-3868; INTERNATIONAL JOURNAL OF MANAGEMENT IN EDUCATION; B1
1477-9064; INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE; B1
1741-8143; INTERNATIONAL JOURNAL OF MANAGEMENT PRACTICE; B1
1752-0479; INTERNATIONAL JOURNAL OF MONETARY ECONOMICS AND FINANCE (PRINT); B1
1311-8080; INTERNATIONAL JOURNAL OF PURE AND APPLIED MATHEMATICS; B1
1756-669X; INTERNATIONAL JOURNAL OF QUALITY AND SERVICE SCIENCES; B1
1947-8402; INTERNATIONAL JOURNAL OF SOCIAL ECOLOGY AND SUSTAINABLE DEVELOPMENT; B1
1946-3138; INTERNATIONAL JOURNAL OF URBAN SUSTAINABLE DEVELOPMENT; B1
1135-2523; INVESTIGACIONES EUROPEAS DE DIRECCIÓN Y ECONOMÍA DE LA EMPRESA; B1
0187-358X; INVESTIGACIÓN BIBLIOTECOLÓGICA; B1
0185-1667; INVESTIGACIÓN ECONÓMICA - FACULTAD DE ECONOMÍA DE LA UNIVERSIDAD NACIONAL AUTÓNOMA DE 
1810-4967; INVESTMENT MANAGEMENT & FINANCIAL INNOVATIONS (PRINT); B1
1413-7895; IRRIGA (UNESP BOTUCATU); B1
0104-0146; Informação & Sociedade. Estudos; B1
0104-0146; Informação & Sociedade: Estudos; B1
1993-5250; International Business Management; B1
1758-9398; International Journal of Advanced Operations Management; B1
1756-9869; International Journal of Economics and Business Research; B1
1477-6545; International Journal of Low Radiation; B1
0047-2085; JORNAL BRASILEIRO DE PSIQUIATRIA (UFRJ. IMPRESSO); B1
1746-9678; JOURNAL FOR GLOBAL BUSINESS ADVANCEMENT; B1
1832-5912; JOURNAL OF ACCOUNTING & ORGANISATIONAL CHANGE; B1
1816-157X; JOURNAL OF APPLIED SCIENCES RESEARCH; B1
1558-7894; JOURNAL OF ASIA BUSINESS STUDIES; B1
2214-6350; JOURNAL OF BEHAVIORAL AND EXPERIMENTAL FINANCE; B1
1476-5284; JOURNAL OF CHINESE ECONOMIC AND BUSINESS STUDIES; B1
1387-6988; JOURNAL OF COMPARATIVE POLICY ANALYSIS (PRINT); B1
1308-7800; JOURNAL OF ECONOMIC COOPERATION &AMP; DEVELOPMENT; B1
0972-6527; JOURNAL OF EMERGING MARKET FINANCE; B1
0971-3557; JOURNAL OF ENTREPRENEURSHIP; B1
1614-0001; JOURNAL OF INDIVIDUAL DIFFERENCES; B1
2095-3119; JOURNAL OF INTEGRATIVE AGRICULTURE; B1
1867-4828; JOURNAL OF INTERNET SERVICES AND APPLICATIONS; B1
0915-5287; JOURNAL OF PHYSICAL THERAPY SCIENCE; B1
1753-9579; JOURNAL OF RISK MODEL VALIDATION; B1
1824-2049; JOURNAL OF SCIENCE COMMUNICATION; B1
1796-217X; JOURNAL OF SOFTWARE; B1
0094-1700; JOURNAL OF SPORT HISTORY; B1
1547-5778; JOURNAL OF TRANSNATIONAL MANAGEMENT; B1
0023-1584; KINETICS AND CATALYSIS; B1
0031-4773; LA PENSÉE (PARIS); B1
1097-8526; LATIN AMERICAN BUSINESS REVIEW (BINGHAMTON, N.Y.); B1
0102-6445; LUA NOVA (IMPRESSO); B1
1528-6932; Latin American Business Review (Binghamton); B1
1744-9359; MANAGEMENT & ORGANIZATIONAL HISTORY (PRINT); B1
1516-1439; MATERIALS RESEARCH (SÃO CARLOS. IMPRESSO); B1
2175-2753; META: AVALIAÇÃO; B1
0026-1386; METROECONOMICA (TESTO STAMPATO); B1
1515-5994; MUNDO AGRARIO (LA PLATA); B1
1750-4716; NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH; B1
1584-9074; NORTH-WESTERN JOURNAL OF ZOOLOGY (PRINT); B1
0103-6351; NOVA ECONOMIA (UFMG. IMPRESSO); B1
0101-3300; NOVOS ESTUDOS CEBRAP (IMPRESSO); B1
1980-5403; NOVOS ESTUDOS CEBRAP (ONLINE); B1
1980-5381; Nova Economia (UFMG); B1
0031-1057; O PAPEL (SÃO PAULO); B1
1646-5954; OBSERVATORIO (OBS*); B1
1012-1587; OPCIÓN (MARACAIBO); B1
0104-6276; OPINIÃO PÚBLICA (UNICAMP. IMPRESSO); B1
1809-1040; ORGANIZAÇÕES EM CONTEXTO (IMPRESSO); B1
1809-1040; Organizações em Contexto (eletrônica); B1
1982-4327; PAIDÉIA (USP. ONLINE); B1
0103-863X; PAIDÉIA (USP. RIBEIRAO PRETO. IMPRESSO); B1
1452-595X; PANOECONOMICUS; B1
1657-6276; PENSAMIENTO Y GESTION; B1
1981-5344; PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO; B1
1413-9936; PERSPECTIVAS EM CIÊNCIA DA INFORMAÇÃO (IMPRESSO); B1
0718-6568; POLIS (SANTIAGO. EN LÍNEA); B1
0717-6554; POLIS (SANTIAGO. IMPRESA); B1
2212-8271; PROCEDIA CIRP; B1
1877-0509; PROCEDIA COMPUTER SCIENCE; B1
1877-0428; PROCEDIA: SOCIAL AND BEHAVIORAL SCIENCES; B1
0103-6513; PRODUÇÃO (SÃO PAULO. IMPRESSO); B1
0102-7972; PSICOLOGIA: REFLEXÃO E CRÍTICA (UFRGS. IMPRESSO); B1
1806-3446; PSICOLOGIA: TEORIA E PESQUISA (BRASÍLIA. ONLINE); B1
0102-3772; PSICOLOGIA: TEORIA E PESQUISA (UNB. IMPRESSO); B1
0031-4773; Pensée (Paris); B1
1981-5344; Perspectivas em Ciência da Informação; B1
1980-5411; Produção (São Paulo); B1
1413-7372; Psicologia em Estudo; B1
